16;fr;Quelle ville est connue comme étant le bout du monde ?;Ushuaïa;Kuala Lumpur;Pékin;Cuba;Confirmé;Le musée du Bout du Monde, inauguré en 1979, se consacre à la mise en valeur de son patrimoine ethnographique et historique.;https://fr.wikipedia.org/wiki/Ushuaïa
17;fr;Quel est le surnom donné à la ville de Chicago, dans l'Illinois ?;Ville des Vents;Cité des Anges;Ville du Moteur;Cité des Rêves;Confirmé;Le surnom vient en partie du fait des vents qui soufflent depuis le lac Michigan et qui s'engouffrent dans les rues de la métropole.;https://fr.wikipedia.org/wiki/Chicago
18;fr;Quelle ville des États-Unis est souvent surnommée Big D ?;Dallas;Détroit;Denver;Dayton;Confirmé;Big D est un grand centre industriel spécialisé dans les des télécommunications, de l'information, des banques et des transports.;https://fr.wikipedia.org/wiki/Dallas
19;fr;Quelle ville est surnommée la ville de la paix et de la justice ?;La Haye;Rotterdam;Amsterdam;Eindhoven;Confirmé;La Haye est également la ville où siègent la Cour internationale de justice, la Cour pénale internationale, Europol et Eurojust.;https://fr.wikipedia.org/wiki/La_Haye
20;fr;Quelle ville est surnommée la ville à l'éternel printemps ?;Pékin;Manille;Florence;Berlin;Confirmé;Pékin n'est pas très éloigné de la mer, mais celle-ci se trouve à l'est, alors que les vents dominants viennent plutôt de l'ouest.;https://fr.wikipedia.org/wiki/Pékin
21;fr;Quel est le surnom donné à la ville de La Nouvelle-Orléans ?;Big Easy;Magic City;Fog City;River City;Expert;Berceau du jazz, la vie culturelle riche, ancienne et vibrante de la ville de La Nouvelle-Orléans lui vaut le surnom de Big Easy.;https://fr.wikipedia.org/wiki/La_Nouvelle-Orléans
22;fr;Quelle ville des États-Unis est surnommée la ville de l'acier ?;Pittsburgh;Boston;Tucson;Sacramento;Expert;Pittsburgh a connu une forte croissance industrielle, devenant grâce à Andrew Carnegie à partir de 1875 une ville mondiale de l'acier.;https://fr.wikipedia.org/wiki/Pittsburgh
23;fr;Quel est le surnom donné à la ville de Seattle dans l'État de Washington ?;Ville émeraude;Ville diamant;Ville rubis;Ville saphir;Expert;Longtemps appelée Queen City, le nom finalement retenu fut Emerald City, par allusion aux couleurs des paysages.;https://fr.wikipedia.org/wiki/Seattle
24;fr;Quelle ville est surnommée la ville aux mille et une portes colorées ?;Dublin;Cadiz;Bilbao;Dubrovnik;Expert;Les portes des maisons du centre sont éclatantes, peut-être parce que 48 % de la population de Dublin a moins de 35 ans.;https://fr.wikipedia.org/wiki/Dublin
25;fr;Quel est le surnom historique donné à la ville de Moscou ?;Troisième Rome;Nouveau Paris;Ancienne Athènes;Petit Luxembourg;Expert;Par son mariage avec Zoé Paléologue, nièce de Constantin XI, Ivan III revendiqua pour Moscou le rôle de Troisième Rome.;https://fr.wikipedia.org/wiki/Moscou
26;fr;Quel est le surnom donné à la ville de Singapour depuis 1377 ?;Cité du Lion;Cité des Anges;Cité des Rêves;Cité des Rois;Expert;Un prince de Palembang aurait assassiné le gouverneur de Tumasik et rebaptisé la cité « Singapura » (« ville du lion » en sanskrit).;https://fr.wikipedia.org/wiki/Singapour
27;fr;Quelle ville est surnommée la locomotive du Brésil ?;Sao Paulo;Salvador;Rio de Janeiro;Porto Alegre;Expert;Avec ses onze millions d'habitants en 2014, Sao Paulo, fondée en 1554 par des jésuites portugais, est la plus grande ville du pays.;https://fr.wikipedia.org/wiki/Sao_Paulo
28;fr;Quelle ville est surnommée la perle de l'Adriatique ?;Dubrovnik;Zagreb;Split;Zadar;Expert;La ville de Dubrovnik, municipalité de Croatie, fut autrefois la capitale de la République maritime de Raguse.;https://fr.wikipedia.org/wiki/Dubrovnik
29;fr;Quelle ville est surnommée la capitale secrète de l'Allemagne ?;Munich;Berlin;Cologne;Hambourg;Expert;Arrivés au pouvoir, les nazis firent de Munich la capitale du mouvement et construisirent plusieurs édifices entre 1933 et 1945.;https://fr.wikipedia.org/wiki/Munich
30;fr;Quelle ville est surnommée la ville aux mille métiers ?;Birmingham;Tijuana;Lima;La Haye;Expert;Birmingham a été une ville phare lors de la révolution industrielle en Angleterre, d'où son surnom d'atelier du monde.;https://fr.wikipedia.org/wiki/Birmingham
